id_temp,id,idgroup,text,order,
9681,19129,12122,ὥστε μάτην ὁ βίος καὶ ὅσα τις πονέει:-,5,
35114,25441,12122,ὥστε μάτην ὁ βίος καὶ ὅσα τις πονέει:+,5,
23753,22487,2520,Ἐτελειὦθει συν θ(ε)ῶ καὶ τὸ παρὸν πτυκτί(ον) ,0,
7837,18674,14872,Ὥσπερ ξένοι χαίρουσιν ἰδεῖν πατρίδα,0,
5788,18191,14872,Ὥσπερ ξένοι χαίρουσιν ἰδεῖν π(ατ)ρίδα,0,
13190,20059,14872,[ὥσ]περ ξένοι χαίρουσιν ἰδεῖν πατρίδα,0,
13058,20001,14872,ὥσπερ ξένοι | χαίρουσιν ἰδεῖν πατρίδας·,0,
247,16942,14872,·:· ὥσπερ ξένοι | χαίρουσιν ἰδεῖν π(ατ)ρίδα.,0,
71,16914,14872,+ ὥσπερ ξένοι χαίρουσιν ἰδεῖν | π(ατ)ρίδα·,0,
19115,21474,10869,"χεὶρ μὲν ἡ γράψασα σήπεται τάφω,",0,
22420,22230,15327,"οἶδ' ὅτι, θνητὸς ἔφυν καὶ ἐφήμερος, ἀλλ' ὅταν ἄστρων ",0,
14408,20393,14802,καὶ οἱ στρατευόμενοι ἰδεῖν τὸ νίκος. ,2,
13148,20043,14802,"καὶ οἱ στρατευόμενοι ἰδεῖν τὸ νίκος,",2,
31064,24449,14802,καὶ οἱ στρατευόμεν(οι) | ἰδεῖν τὸ νῖκος,2,
21673,22091,5549,δόξα τῷ θ(ε)ῷ τῷ δόντι ἀρχὴν καὶ τέλος ἀμὴν:·,0,
15818,20727,5549,Δόξα τῷ Θεῷ τῷ δόντι ἀρχὴν καὶ τέλος.,0,
36880,25855,5549,Δόξα τῶ θ(ε)ῶ τῶ δόντι τέλος γράφος,0,
31189,24469,12121,Γαῖα· βροτὸς· κ(αὶ) ὕδωρ· τάδ᾽ ἐπ᾽ αὐτὸ σφιν τάδε | δύνει·,4,
11678,19640,5549,Δόξα τῷ Θεῷ τῷ δόντι τὸ τέλος,0,
10251,19301,5549,"+ θ(ε)ῶ τω δεδωκώτι τέλος, δόξα:-",0,
20879,21918,5549,"+δόξα τῷ θ(ε)ῷ τῷ δόντι τέλος, ἀμήν:+",0,
11429,19566,5549,+ δόξα Χ(ριστ)ῶ τῶ Θ(ε)ῶ τῶ δόντι ἀρχὴν καὶ τέλος,0,
29542,24010,5549,δόξα τῶ θεῶ τῶ διδόντι τὸ τέλος,0,
26131,23146,5549,δόξα Χ(ριστ)ῷ τῷ Θ(ε)ῶ τῶ δόντι ἀρχὴν καὶ τέλος,0,
22357,22220,5549,δόξα τω θ[ε]ῶ δόντι καὶ ἀρχὴν (καὶ) τέλος˙,0,
42609,18551,5549,δόξα τῶ δόντι ἀρχ(ὴν) κ(αὶ) τέλο(ς)·,0,
42610,29664,5549,+ δόξα τῶ δόντ(ι) ἀρχὴν (καὶ) τέλο(ς)·,0,
42613,29665,5549,δόξα τῶ δόντι ἀρχὴν κ(αὶ) ὁ τέλο(ς)·,1,
12068,19735,14872,ὥσπερι ενηχίρουσιν ἠδὶν πατρίδα,0,
21587,22066,14872,ωσπερ ξενι χερουντ(αι) ειδην πατριδαν |,0,
31403,24510,14667,Θεὅγραφον χάριν δε τῶ κεκτημένω:∙,2,
407,16980,14667,θεόγραφον χάριν δὲ τῶ κεκτημένω:- |,7,
31400,24509,14667,θεόγραφον χάριν δὲ τῷ κεκτημένῳ,2,
31410,24513,14667,θεόγραφον χάριν δὲ τῷ κεκτημένῳ,2,
46933,30931,10671,τῶν πισύρων μακάρ(ων) παίον(ας) ἐνδὲ,26,
19197,21499,10671,τ(ῶν) πισύρ(ων) (...)ακάρ(ων) παιήον(ας) ἐνδεδεγ(...) |,25,
45371,30714,14872,ὥσπερ ξένοι χαίρουσι(ν) ιδὴν πατρίδα,0,
42463,29383,5354,τῆς γραμματικ(ῆς) εἰμὶ τέχνης πυξίον· ,0,
42514,29505,14932,παιδὸ(ς) ἑοῦ χείρεσσι λιπεῖν βίον. ὡς γὰρ ἔνευσε,2,
34069,25179,14932,παιδὸς ἑοῦ χείρεσι λιπ(εῖν) βίον· ὣς γ(ὰ)ρ ἔνευσε,2,
42521,29518,5354,"Τῆς γραμματικῆς εἰμι τέχνης πυξίον,",0,
46809,30844,6353,Μὴ τέμνετω τις τὰ φύλλα τῶν βιβλίων·,0,
8116,18746,14872,+ οσπἐρ ξένη χεροῦσι ηδὴν πατριδα,0,
7828,18670,14872,Ὥσπερ ξένοι χαίρουσιν ἰδεῖν πατρίδα.,0,
12003,19723,14872,+ ὥσπερ ξένοι χαίρουσ(ιν) ἰδ(εῖν) π(ατ)ρίδα,0,
8771,18900,14872,"+ ὥσπερ ξένοι χαίρουσιν ἰδεῖν π(ατ)ρίδα,",0,
21020,21931,14872,ὥσπερ ξένοι χαίρουσιν ἰδεῖν πατρίδα,0,
5237,18056,14872,"+ ὥσπερ ξένοι χαίρου|σιν ἰδειν πατρίδα, |",0,
31062,24449,14872,"+ὥσπερ ξένοι χαίροντες ἰδειν π(ατ)ρίδα,",0,
9313,19042,14872,ὥσπερ ξένοι χαί|ρουσιν ἰδεῖν π(ατ)ρίδα: |,0,
42819,29749,15652,+ αἰσχύλος τί φής· τοὺς θεούς σου προσφέρ(εις),0,
33515,25029,15652,+ αἰσχύλε τί φης τοὺς θεούς σου προσφέρεις, ,0
34675,25355,15652,"+αἰσχύλε τί φὴς τοὺς θεούς σου προσφέρεις, ",0,
42430,28796,14872,+ ὥσπερ ξένοι χαίρουσιν ἰδεῖν π(ατ)ρίδα,0,
7675,18616,14872,Ως πὲρ ξένοι χαίρουσιν εἰδὴν π(ατ)ρί|δαν·,0,
10908,19462,14872,"ὥσπερ ξένοι χέροντες οἱδύν π(ατ)ρίδα,",0,
42786,29724,14872,"ὥσπερ ξένοι χαί|ρουσιν πατρίδα | βλέπειν,",0,
15100,20553,14872,+ Ὥσπερ ξένι χέροντες ἱδὶν π(ατ)ρίδα,0,
15636,20673,14872,Ὥσπερ ξένη χαίρωντες ἱδεῖν π(ατ)ρίδα:,16,
32570,24839,14872,"Ὥσπερ ξένοι χαίρουσι(ν) ἰδεῖν π(ατ)ρίδα, ",0,
4457,17866,14872,"ὡσπερ ξενοι χαίρουσιν ἰδεῖν πατρίδα,",0,
4473,17870,14872,ὧς περ' ξἔνη χἔρον|τες ἡδἧν π(ατ)ρίδα,0,
3136,17569,14872,ὥσπερ ξένοι χαίρ(...) | οἰδεῖν πατρίδα,0,
5118,18026,14872,·:· ὥσπερ ξένοι χαίρουσιν ἰδεῖν | πατρίδα· |,0,
8648,18881,14872,"ὤσπερ ξένοι γάννυνται, ἰδεῖν π(ατ)ρίδα ",0,
17841,21178,14872,"ὥσπερ ξένοι χαίρουσιν ἰδεῖν πατρίδα,",0,
25410,23012,14872,Ὥσπερ ξένοι χέροντ(ες) ἰδεῖν π(ατ)ρῖδα·,0,
23608,22437,14872,ὥσπ(ερ) ξένοι χαίρουσϊν ἰδεῖν π(ατρ)ίδα,0,
8681,18890,14872,Ὥσπερ ξένοι χαίρουσιν ἰδεῖν πατρίδα,0,
36112,25680,14872,ὥσπερ ξένοι χαίροντες οἱδεῖν πατρίδα·,0,
3932,17728,14872,"+ ὥσπερ χαίροντες, ἰδεῖν π(ατ)ρίδα· |",0,
3145,17574,14872,ὥσπερ ξένοι χαίρουσιν | πατρίδα βλέπειν,0,
4913,17978,14872,+ὥσπερ ξένοι χαίρουσιν ἰδεῖν π(ατ)ρίδα,0,
45618,20408,15904,εἰς | ἐξέτασιν τῆς ἀκηδίας φθάσας· ,106,
45842,20452,15904,Εἰς ἐξέτασιν τῆς | ἀκηδί(ας) φθάσας:,106,
21469,22037,3949,τοιοῦτο τοῖς γρά|φουσιν ὕστατος | στίχος:,1,
19126,21479,10869,ἡ χεὶρ μὲν ἡ γράψασα σίψεται τάφῳ,0,
32287,24681,10869,⁜ ἡ χεῖρ ἡ γράψασα σήπεται τάφω,0,
19140,21486,10869,ἡ χεὶρ μὲν ἡ γρἀψασα σίπεται τά|φω,0,
19138,21485,10869,ἡ χεῖρ μὲν ἡ γράψασα σίποιτε τάφω.,0,
8790,18908,10869,ἡ χεὶρ μ(ὲν) ἡ γρά(ψασ)α σίπετ(αι) τάφω,0,
13024,19982,10869,+ ἡ γὰρ χεὶρ η γράψασα τῆν βίβλον τάυτην σίπεται τάφω,0,
19156,21492,10869,"Εἰ μὲν χεῖρ ἡ γρά(φ)ουσα σύμπτετ(αι) τάφω,",0,
19158,21493,10869,"+ ἡ μ(ὲν) χεὶρ ἡ γράφουσα | σήπεται τάφω,",0,
19168,21496,10869,"+ εἰ μὲν χειρ ἡ γραψασα, συπεται τάφω·",0,
19239,21504,10869,ἠ μ(ὲν) χεὶρ ἠ γράψασα | σήπετε τάφω·,0,
518,16995,10869,Ὅτι χεὶρ ἡ γρά|ψασα σίπεται τάφω˙,0,
49169,33012,15261,άρξου χηρ μου αγαθε ,0,
49176,33013,15261,+ άρξου χεῖραν ἀγαθήν.,0,
49177,33014,15261,+ άρξού χείρ μού άγαθη,0,
47379,31118,10869,ἡ χεὶρ μὲν ἡ γράψα|σα‧ σίπεται τά|φω‧,0,
19133,21483,10869,χειρ μ(εν) ἡ γράψασ(α) σέπεται τάφω·,0,
19247,21506,10869,χείρ μεν η γραψασα σιπεται ταφω,0,
47415,31125,14872,+ Οσπερ ξένη χαίροντε ἠδὶν πατρηδαν,0,
47417,31125,14802,και η στρατεβόμενοι ηδὶν τον ηκος,2,
34888,25400,14872,ὥσπερ ξένη χαίροντ(αι) ὐδὴν πατρίδα,0,
8000,18715,14872,+ὥσπερ ξένοι χαίρουσι πα|τρίδα βλέπειν.,0,
41720,28325,14872,[Ὥσπερ] ξένη χαίροντες ἡδεῖν π(ατ)ρίδας,0,
6948,18496,14872,"Ὥσπερ ξένοι χαίρουσιν ἰδεῖν π(ατ)ρίδα,",0,
36117,25683,14872,Ὥσπερ ξένοι χαίροντες (...),0,
6952,18499,14872,"+ ὥσπερ ξένοι χαίρουσιν ἰδεῖν π(ατ)ρίδ(α),",0,
1712,17211,14872,ὡσπερ ξένοι χαίρουσιν ἰδεῖν π(ατ)ρίδ(α)·,0,
11413,19559,14872,+ ὅσπερ ξένη χερ(ον)τες ἤδ(ειν) πατρίδα,0,
10740,19418,14872,ώσπερ ξένοι | χαίροντες εἰδεῖν | πατρίδα |,0,
9993,19236,14872,ὥσπερ ξένοι χέρουσι ἰ|δεῖν π(ατ)ρίδα·,0,
21569,22062,14872,"ὥσπερ ξένοι χἕρουσ(ιν) ἰδ(εῖν) π(ατ)ρίδ(α),",0,
17843,21179,14872,+ Ὥσπερ ξένοι χαίρουσιν ἰδεῖν πατρίδ(α)·,0,
39276,26433,14872,"+ ὥσπερ ξένοι χαίροντες εἰδεῖν π(ατρί)δα, ",0,
1408,17149,14872,"Ὥσπερ ξένοι χαίρου|σιν ἰδεῖν πατρίδα,|",0,
19996,21694,14872,+ ὥσπερ | ξένοι χαί|ρουσιν πα|τρίδα βλέ|πειν.,0,
20256,21757,14872,+ ὥσπερ ξένη χέροντες ἰδεῖν πατρίδα·,0,
20259,21758,14872,ὡσπερ ξένη χέροντες ἰδειν πατρίδα,0,
20266,21761,14872,ὥσπερ ξένοι χαίρουσ(ιν) ἰδεῖν π(ατ)ρίδα,0,
12054,19728,14872,Ὡσπὲρ ξένοι χαίρουσιν εἰδ(εῖν) πατρίδα,0,
7493,18592,14872,"+ ὤσπερ ξενοι χαίρουσιν εἰδειν π(ατ)ρίδα,",0,
21947,22124,14872,ὥσπερ ξένοι χαίρου|σιν ἰδεῖν ἰδίας| πατρίδας,0,
24325,22747,14872,"Ὥσπερ ξένοι χαίρουσιν ἰδεῖν π(ατ)ρίδα, ",0,
47582,31221,14802,καί η στρατεβομενοι ηδοῦν τοῦς ηκοῦς‧,2,
33914,25119,14932,"παιδὸς ἑοῦ χείρεσι λιπεῖν βίον· ὡς γ(ὰ)ρ ἔνευσε,",2,
49411,33381,15470,+ Βῆτα δ’ ὄνειρον ἔχει ἀγορὴν καὶ νῆας ἀριθμεῖ: +,0,
47580,31221,14872,+ ὡσπὲρ ξενοίς χεροντές ηδὴν πατρηδά,0,
11191,19512,14872,"+ ὥσπερ ξένοι χαίρουσιν ἰδ(εῖν) πατρίδα,",0,
1297,17134,14872,ὤσπερ ξέ|νοι χαίρουσιν ἰδεῖν | πατρίδα·,2,
17847,21182,14872,"Ὥσπερ ξένοι χαίρουσιν ἰδεῖν πατρίδα,",0,
49465,33426,15470,"ῆτα δ’ ὄνειρον ἔχει· ἀγορήν, κ(αὶ) νῆας ἀριθμεῖ:-",0,
47996,31578,15652,"αἰσχύλε τί φὴς τοὺς θεούς σου προσφέρεις,",0,
48037,31665,12121,γαῖα βροτὸ(ς) κ(αὶ) ὕδωρ τὰ (...) | εἰς τάδε δύνει·,3,
9680,19129,12121,γαῖα βροτὸς καὶ ὕδωρ· τὰδ᾽ ἀπ᾽ αὐτόφιν εἰς τάδε δύνει·,4,
35113,25441,12121,γαῖα βροτὸς κ(αὶ) ὕδωρ· τὰ δ' ἀπαυτόφ(ιν) εἰς τάδε δύνει·,4,
31074,24451,12121,γαία βροτὸς (καὶ) ὕδωρ· τὰ δ᾽ ἀπ᾽ αὐτόφι ἐς τάδε· | δύνει·,4,
34723,25358,12121,γαῖα βροτὸ(ς) καὶ ὕδωρ τὰ ἀπ’ αὐτόφ(ιν) τάδε δύνει·,4,
29309,23951,12121,γαῖα βροτὸς κ(αὶ) ὕδωρ τὰδ᾽ ἐπ αὐτό σφ(ιν) εἰς | ταδε δαύει (?)·  ,4,
48038,31665,12122,ὥστε μάτην ὁ βίο(ς) κ(αὶ) ὅσα τ(ις) πονέει:-,4,
13544,20167,12122,(ὥσ)τε μάτην ὁ βίος (καὶ) ὅσα τ(ις) πονέει:·,5,
39590,26548,12122,ὥστε μάτην ὁ βίος κ(αὶ) ὅσα τις πονέει+,5,
33644,25067,12122,ὥστε μάτην ὁ βίος καὶ ὅσα τὶς πονέει,3,
45022,21027,12122,ὥστε μάτην ὁ βίος (καὶ) ὅσα τίς (...)ν(...)ει +,5,
37699,26068,12122,ὅστε μάτην ὁ βίος καὶ ὅσα τις πονέει:+,5,
8940,18961,12122,ὥς τε μάτην ὁ βίος καὶ ὅσα τις πονέει.,5,
29310,23951,12122,ὥστε μάταια ὁ βίος κ(αὶ) ὅσα τίς πονέει·:·,5,
34724,25358,12122,(ὥσ)τε μάτην ὁ βίος καὶ ὅσα τ(ις) πονέει,5,
48057,31667,14932,σοῦ παιδὸ(ς) χείρεσσι λιπεῖν φάο(ς) ὣς γὰρ ἔνευσε,2,
39582,26547,14932,σοῦ παιδὸς χείρεσσι λιπεῖν φάος‧| ὣς γ(ὰ)ρ ἔνευσε ,2,
35407,25519,15470,"Βῆτα δ’ ὄνειρον ἔχει· ἀγορὴν, (καὶ) νῆας ἀριθμεῖ:",0,
44327,30341,15470,Βῆτα δ’ ὄνειρον ἔχει· ἀγορὴν· καὶ νῆας ἀχαιῶν:,0,
49902,33873,15470,※ βῆτα δ’ ὄνειρον ἔχει ἀγορήν τε καὶ νῆας ἀριθμεῖ ※,0,
37875,26119,15470,βῆτα δ’ ὄνειρον ἔχει ἀγορὴν καὶ νῆας ἀριθμεῖ·,0,
48759,32644,15470,βῆτα δ’ ὄνειρον ἔχει ἀγορὴν· καὶ νῆας ἀριθμεῖ:-,0,
49879,33844,15470,βῆτα δ’ ὄνειρον ἔχει· ἀγορήν τε κ(αὶ) νῆ(ας) ἀριθμεῖ +,0,
27935,23655,15470,"βῆτα δ’ ὄνειρον ἔχει ἀγορὴν, κ(αὶ) νῆας ἀριθμεῖ–",0,
26498,23239,15470,βῆτα δ’ ὄνειρον ἔχει ἀγορὴν κ(αὶ) νῆας ἀριθμεῖ,0,
49522,33463,15470,βῆτα δ’ ὄνειρον ἔχει ἀγορὴν (καὶ) νῆ(ας) ἀριθμεῖ:-,0,
32555,24833,15470,βῆτα δ’ ὄνειρον ἔχει· ἀγορὴν· καὶ νῆας ἀριθμεῖ:,0,
32494,24803,15470,βῆτα δ’ ὄνειρον ἔχει· ἀγορὴν καὶ νῆας ἀριθμεῖ,0,
24981,22883,15470,·:· βῆτα δ᾽ ὄνειρον ἔχει ἀγορὴν καὶ νῆας ἀριθμεῖ:-,0,
35642,25563,15470,Βῆτα δ’ ὄνειρον ἔχει· ἀγορὴν· καὶ νῆας ἀριθμεῖ:,0,
47860,31422,15470,βῆτα δ᾽ ὄνειρον ἔχει ἀγορ(ὴν) | καὶ νῆας ἀριθμεῖ,0,
29990,24120,15470,βῆτα δ’ ὄνειρον ἔχει ἀγορὴν καὶ νῆας ἀριθμεῖ·,0,
47891,31474,15470,βῆτα δ’ ὄνειρον ἔχει ἀγορὴν· καὶ νῆας ἀριθμεῖ:-,0,
47970,31542,15470,Βῆτα δ’ ὄνειρον ἔχει· ἀγορὴν· κ(αὶ) νῆας ἀριθμεῖ,0,
44911,30626,15470,"βῆτα δ’ ὄνειρον ἔχει, ἀγορήν κ(αὶ) νῆας ἀριθμεῖ:",0,
37633,26037,15470,+ βῆτα δ’ ὄνειρον ἔχει ἀγορὴν κ(αὶ) νῆ(ας) ἀριθμεῖ·,0,
49194,33040,15470,+ Βῆτα δ’ ὄνειρον ἔχει· ἀγορὴν. καὶ νῆας ἀριθμεῖ:~,0,
49932,33912,15470,+ βῆτα δ’ ὄνειρον ἔχει· ἀγορὴν (καὶ) νῆας ἀριθμεῖ +,0,
24200,22707,15470,"Βῆτα. δ᾽ ὄνειρον ἔχει, ἀγορὴν, καὶ νῆας ἀριθμεῖ.",0,
34265,25235,15470,+ βῆτα δ' ὄνειρον ἔχει· ἀγορὴν κ(αὶ) νῆας ἀριθμ(...),0,
34027,25151,15470,βῆτα δ’ ὄνειρον ἔχει· ἀγορὴν καὶ νῆας ἀριθμεῖ·,0,
24133,22653,15470,"βῆτα δ᾽ ὄνειρον ἔχει· ἀγορὴν, καὶ νῆας ἀριθμεῖ:‒",0,
24107,22627,15470,βῆτα δ’ ὄνειρον ἔχει· ἀγορήν· καὶ νῆας ἀριθμεῖ·,0,
32423,24739,15470,"Βῆτα, δ’ ὄνειρον ἔχει· ἀγορὴν· καὶ | νῆας ἀριθμεῖ·",0,
39538,26516,15470,"βῆτα δ’ ὄνειρον ἔχει, ἀγορὴν (καὶ) νῆας ἀριθμεῖ:-",0,
23710,22465,15470,:·βῆτα δ᾽ ὄνειρον ἔχει· ἀγορὴν καὶ νῆας ἀριθμεῖ:·,0,
23940,22567,15470,"·: βῆτα, δ᾽ ὄνειρον ἔχει· ἀγορὴν. κ(αὶ) νῆας ἀριθμοῖ :·",0,
50070,34003,15261,"Ἄρξου, χείρ μου ἀγαθή",0,
48577,32486,15261,άρξου χιρα αγα|θη,0,
42480,29424,15261,ἄρξο χίρ μ(ου) ἀγαθί ,0,
20140,21743,15261,αρξου χειρ μου αγαθη ,0,
26151,23154,15261,ἄρξου χῆρ μοῦ ἀγαθῆ,0,
26159,23158,15261,+ αρξου χηρ μου ἀγαθη,0,
26164,23159,15261,+ ἄρξου χειρ μου ἀγαθὶ,0,
41918,28426,15261,αρξου χείρ μου ἀγαθεῖ ,0,
48128,31715,15261,αρξου χείρ μου ἀγαθεῖ ,0,
32746,24891,15261,+ ἄρξου χείρ μου ἀγαθή· ,0,
23778,22495,15261,+ ἄρξου χήραν αγαθὴν,0,
50082,34010,15278,τῆ ἀγία καὶ | μεγάλη κυ(ριακῆ) τοῦ πάσχ(α)·,0,
41480,27218,15278,τῆ ἁγ(ία) κ(αὶ) μ(ε)γ(ά)λ(η) κυ(ριακη) τοῦ πάσχ(α):,0,
41499,27223,15278,τῆ ἁγ(ία) (καὶ) μεγά(λη) κυρ(ιακῆ) τοῦ πάσχα:-,0,
41417,27199,15278,⁘ τῆ ἁγία καὶ μεγάλη κυριακῆ τοῦ πάσχα:∙,0,
49719,33689,15278, Τῆ ἁγία και μ(εγά)λ(η) κυρ(ιακὴ) τοῦ πάσχα:,0,
41355,27182,15278,τῆ ἁγία καὶ μεγάλη κυ(ριακῆ) τοῦ πάσχα:-,0,
41545,27235,15278,⁘ τῆ ἁγία καὶ μεγάλη κυριακῆ τοῦ πάσχα:∙ +,0,
36119,25684,15278,+ τῆ ἁ|γία καὶ | μεγά|λη κυ|ριακῆ (...) πάσχα ※,0,
41430,27205,15278,τῇ ἁγ(ίᾳ) κ(αὶ) μ(ε)γ(ά)λ(ῃ) κυ(ριακῇ) τοῦ πάσχ(α):,0,
50121,34083,15327,οἶδ’ ὅτι θνητὸς ἔφυν καὶ ἐφάμερος· ἀλλ’ ὅταν ἄστρ(ων),0,
10422,19345,15327,Οἶδ’ ὅτι θνητὸς ἔφυν κ(αὶ) ἐφήμερος· ἀλλ’ ὅταν ἄστρων,0,
49265,33153,15327,"Οἶδ’ ὅτι θνητός ἔφυν καὶ ἐφήμερος, ἀλλ’ ὅταν ἄστρων",0,
42442,29368,15327,+οἶδ’ ὅτι θνητὸς ἔφυν καὶ ἐφάμερος· ἀλλ’ ὅταν ἄστρων |,0,
18264,21267,15377,δόξα σοι κ(ύρι)ε πάντων ἕνεκεν +,1,
21248,21974,15377,+ δοξα τώ θ(ε)ω ἡμ(ῶν) παντ(ων) ἕνεκεν,0,
21470,22038,14866,※ ὁ πάντα κόσμον | ἐν λόγωι κτίσας | πάλαι: |,0,
50240,34171,15470,+ βῆτα δ’ ὄνειρον ἔχει ἀγορ(ὴν) (καὶ) νῆας ἀριθμεῖν +,0,
50025,33961,15470,βῆτα δ’ ὄνειρον ἔχει· ἀγορῆ καὶ νῆας ἀριθμεῖ:-,0,
36986,25879,3949,οὕτω γε τοῖς γράφουσιν ὕστατος στίχοις:,3,
50447,34326,15652,Αἰσχύλε τὶ φής· τοὺς θεούς σου προσφέρεις,0,
50561,34449,15904,εἰς ἐξέτασιν τῆς ἀκηδίας φθάσας.,19,
43630,29801,15904,εἰς ἐξέτασ(ιν) τῆς ἀκηδίας φθάσ(ας)·,106,
